result_index,product_title,product_id,score,query,rel
7, Fruit and Veggie Bowl with Removable Ice Pack,1024,2.706045616,healthy,5
8, O'Keefes Creme,2048,2.683537445,healthy,5
9, Hibiscus Tea - Certified Organic - 24 Teabags,1219,2.671421292,healthy,5
10, Now Foods Holy Basil Extract,1978,2.652779135,healthy,5
11, Bojenmi Chinese Diet Tea to Support Weight Control - 20 Bags Per Box,336,2.650198569,healthy,4
12, Probar - 12 Pack,2431,2.646729178,healthy,4
13," Kashi-Go Lean Crunchy, 24 ct Variety Pack",1396,2.642059797,healthy,4
14, Chinese Healthy Balls #40555 (Blue with Phoenix Bird and Dragon),521,2.639233864,healthy,4
15," Nature's Answer Milk Thistle Seed, 1-Ounce",1831,2.629310391,healthy,4
16, Probiotic Defense by Now Foods 90 Vegetarian Capsules,2434,2.628887529,healthy,4
17, Source of Life Energy Shake by Nature's Plus 2.2 Pounds,2775,2.619881587,healthy,4
18, Jason Bodycare Deodorants (2.5 and 3 oz),1354,2.617102383,healthy,4
19," SlimFast Shake Mix, 12.83-Ounce (Pack of 3)",2660,2.61455649,healthy,4
20, EAS Myoplex Lite Nutrition Shake,859,2.608021123,healthy,3
21," Odwalla Nourishing Food Bar, Super Protein, 2.2-Ounce Bars in 12-Count Boxes (Pack of 2)",2083,2.605837775,healthy,3
22, Yerba Prima Psyllium Husks,3183,2.60512861,healthy,3
23, Nature's Way Alive! Pea Shake,1855,2.603630594,healthy,3
24, Osteozyne (180 Capsules) Complete Bone Health & Bone Mass Formula,2182,2.584294479,healthy,3
25," Original Doctor Mom Otoscope, otoscopes - CLAMSHELL kit",2169,2.574715542,healthy,3
26," Ensure Complete Balanced Nutrition Drink, Butter Pecan, 8-Ounce (Pack of 24)",918,2.56913064,healthy,3
27," The Ultimate Life - The Ultimate Meal, 1200 g powder",2926,2.564343579,healthy,3
28, Original Formula by All One,2170,2.554502017,healthy,3
29, Sambazon Organic Acai Powder,2586,2.553079909,healthy,3
30," Navitas Naturals Goji Berries, 16-Ounce Pouches",1918,2.550762796,healthy,3
31, Nature's Way Astragalus Root,1857,2.549655627,healthy,2
32, Source Naturals Artichoke Extract 500mg,2703,2.546715632,healthy,2
33, Nature Made Nature Made Omega-3 Fish Oil,1826,2.545658003,healthy,2
34, Now Foods Now Special Two,1983,2.543793059,healthy,2
35, Lecithin Granules 16 oz (454 g) Granules,1458,2.540383006,healthy,2
36, Tahitian Noni Juice,2870,2.537228488,healthy,2
37," Source Naturals Life Force Multiple, No Iron Tablets",2733,2.535113731,healthy,2
38," Pines International - Wheat Grass Powder, 24 oz powder",2341,2.532590307,healthy,2
39, Iron-Tek Essential Natural 100% Protein,1325,2.529621292,healthy,2
40, iSatori MX-LS7-Contain 7-Keto and Coleus Forskholii as featured on Dr OZ,3227,2.517911137,healthy,2
41, Nature's Way B-100 Complex,1858,2.512754906,healthy,1
42, Fungicure Maximum Strength Anti-Fungal Liquid,1028,2.51174109,healthy,1
43," SOYJOY Bar, Berry, 1.6-Ounce Bars (Pack of 24)",2565,2.509700135,healthy,1
44, Rainbow Light Complete Prenatal System,2466,2.503149039,healthy,1
45, Fungi-Nail Fungi-Nail Anti-Fungal Solution,1027,2.498339461,healthy,1
46, Ginseng Vitality Tea 16 Bags,1096,2.496778604,healthy,1
47, Macro Life Naturals (Miracle Greens) Miracle Reds,1562,2.496692967,healthy,1
48, Source Naturals Wellness Oil of Oregano,2773,2.495365444,healthy,1
49," Oskri Organics Coconut Bar, Original, 1.86 Ounce Bars - (Pack of 18)",2178,2.492125236,healthy,1
50, Wellness Formula by Source Naturals 90 Tablets,3153,2.487617359,healthy,1
1, Lipovarin 150 Caps Thermogenic Weight Loss Diet Pill,1497,4.522241946,weight control,5
2, Moist Heating Pads - TheraTherm Digital Moist Heating Pads,1696,4.40960898,weight control,4
3, EAS AdvantEdge Carb Control Nutrition Bar,858,4.329567925,weight control,5
4, Weight Loss with Hypnosis CD,3139,4.292120041,weight control,5
5, Stacker 2 Ephedra Free,2797,4.278302973,weight control,4
6, Thyrotril 90 Caps Metabolism Thyroid Sterling Grant,2960,4.191423845,weight control,4
7, Lipovarin - Sterling Grant 90 Caps,1496,4.189130399,weight control,4
8," SlimFast High Protein Shake Mix, 12.83 Ounce (Pack of 3)",2659,4.18597821,weight control,5
9, Bojenmi Chinese Diet Tea to Support Weight Control - 20 Bags Per Box,336,4.167561532,weight control,5
10," Zalestra Dietary Supplement for Pre-Menopausal and Menopausal Weight Loss Capsules, 90-Count Bottle",3191,4.157443924,weight control,5
11," Slim-Fast Low-Carb Ready To Drink, Creamy Chocolate, 11-Ounce Cans in 4-Count Boxes (Pack of 6)",2658,4.134292298,weight control,5
12, Stacker 3,2798,4.10431221,weight control,5
13," ExtendBar, Peanut Butter Chocolate Delight, 1.41-Ounce Bars (Pack of 15)",951,4.093059224,weight control,5
14, FitSmart Shake Old Fashioned Vanilla By Fiber 35 Diet - 1lb 7oz From Brenda Watson Fiber35,989,4.031629462,weight control,4
15, Nature's Secret Ultimate Fasting Cleanse Kit,1851,4.018589033,weight control,4
16, Mega-T Green Tea Dietary Supplement,1639,4.004326257,weight control,4
17," NxLabs - Slimquick Extreme, 120 gelcaps",2047,4.002473412,weight control,4
18, Lipoxinol (140 Caps)- Triple Action Weight Loss Accelerator!,1498,3.99837804,weight control,4
19, Twinlab Cod Liver Oil Sg,3016,3.940387699,weight control,4
20," PowerBar ProteinPlus High Protein Bar, 2.29-Ounce Bars (Pack of 12)",2368,3.936329723,weight control,4
21, Invacare Careguard Overbed Table,1318,3.92784916,weight control,3
22, Nature's Way Dim-Plus Capsules,1871,3.927566473,weight control,3
23, Battle Creek Thermophore Automatic Arthritis Pad,251,3.88800353,weight control,3
24, Canon BGE2 Battery Grip for the EOS 20D and EOS 30D Digital SLR Cameras,443,3.868455646,weight control,3
25, Doctors Best Best Stabilized R- Lipoic Acid,754,3.797233389,weight control,3
26," Now Foods, Relora 300 mg",2017,3.785016728,weight control,3
27, Merkur FUTUR style Safety Razor Chrome Finish with adjustable blade angle,1655,3.749013587,weight control,3
28, Fit & Fresh Lunch On The Go,987,3.742931977,weight control,3
29," Alli Weight-Loss Aid, Orlistat 60mg Capsules, Starter Pack",104,3.72992436,weight control,3
30, Rainbow Light Complete Menopause Multivitamin,2465,3.728412728,weight control,3
31, Carb Intercept by Natrol 120 Capsules,448,3.723601838,weight control,2
32, Medline Offset Handle Cane,1630,3.671057356,weight control,2
33, Source Naturals Calcium D-Glucarate 500mg,2708,3.639330651,weight control,2
34, Lewis Labs Brewers Yeast 32 Ounces,1463,3.637077678,weight control,2
35," Herbalife, Herbal Concentrate Tea",1208,3.596900722,weight control,2
36, Nature's Way Glucomannan Caps,1881,3.59428181,weight control,2
37, Andis 395060-Edjer II Rechargeable Cordless Professional Trimmer,136,3.589308096,weight control,2
38, HOMEDICS PALM MASSAGER W/3 HEAD ATTACH.,1151,3.577761061,weight control,2
39," Threelac Probiotic Dietary Supplement, Natural Lemon Flavor, Includes 60 .053-Ounce Packets",2956,3.568834492,weight control,2
40, Jarrow Formulas L-Glutamine Powder,1348,3.529701884,weight control,2
41," Alli Weight-Loss Aid, Orlistat 60mg Capsules Refill Pack",102,3.527578066,weight control,1
42, Irwin Naturals Maximum Strength Phase 2 Carb Blocker,1327,3.498111784,weight control,1
43, Tyrosine 500 mg capsules,3028,3.493489013,weight control,1
44," Optimum Nutrition Opti-Women, Women's Multivitamin",2137,3.483686682,weight control,1
45," NxCare NV Be Desired Rapid Weight Loss, Caplets , 60-Count Bottle",2046,3.47285431,weight control,1
46, Mega Green Tea Extract (Decaffeinated),1638,3.418246389,weight control,1
47, Nature's Way Maca,1889,3.415075928,weight control,1
48, Iodine,1324,3.412694148,weight control,1
49, Source Naturals Progesterone Cream,2752,3.399449367,weight control,1
50," Schick Quattro for Women Razor Refill, Ultra Smooth",2596,3.381163315,weight control,1
1," PowerBar Harvest Whole Grain Energy Bar, 2.29-Ounce Bars (Pack of 15)",2366,5.664126136,nutrition,5
2," Ensure Complete Balanced Nutrition Drink, Butter Pecan, 8-Ounce (Pack of 24)",918,5.582863742,nutrition,5
3," PureFit Nutrition Bar, 2-Ounce Bars (Pack of 15)",2447,5.581511487,nutrition,5
4, CytoSport Muscle Milk Ready-to-Drink Shake,665,5.561462411,nutrition,5
5," Champion Nutrition Pure Whey Protein Stack, 60 packet box",499,5.462886459,nutrition,5
6, Optimum Nutrition Glutamine Powder,2136,5.413836879,nutrition,5
7, Clif Bar - 12 Pack,552,5.399727163,nutrition,5
8, Complete Whole Food Health Optimizer Natural Flavor By Vega - 36.6 Ounces,596,5.344072435,nutrition,5
9, Champion Nutrition WHEY STACK BANANA 2.2LB,501,5.338473685,nutrition,5
10," Ensure Plus Complete Balanced Nutrition Drink, Ready to Use, 24-8 Fluid Ounce Bottles",919,5.32585326,nutrition,5
11, Optimum Nutrition 100% Whey Gold Standard Natural Whey,2131,5.316902157,nutrition,4
12," 100% Whey, Chocolate Mint 5 lb",10,5.316902157,nutrition,4
13," 100% Whey, Vanilla 5 lb",11,5.316902157,nutrition,4
14, Optimum Nutrition 100% Egg Protein,2129,5.278112996,nutrition,4
15," Boost Nutritional Energy Drink, 8-Ounce Bottle (Pack of 24)",343,5.267076627,nutrition,4
16, Active Green Bar,78,5.24328207,nutrition,4
17," Luna Bars, 1.69-Ounce Bars",1526,5.231692136,nutrition,4
18, Optimum Nutrition 100% Whey Gold Standard,2130,5.175372708,nutrition,4
19," Clif Bar Energy Bar, Variety Pack of Crunchy Peanut Butter, Chocolate Chip Peanut Crunch, and Oatmeal Raisin Walnut, 2.4-Ounce Bars, Pack of 24",554,5.165089827,nutrition,4
20, Optimum Nutrition After Max Post-Workout Maximum Recovery,2132,5.050761234,nutrition,4
21," Optimum Nutrition Opti-Women, Women's Multivitamin",2137,5.045657884,nutrition,3
22, Nature's Way Alive! Pea Shake,1855,5.036959293,nutrition,3
23, Dymatize Nutrition Elite Whey Protein Powder,850,4.980617368,nutrition,3
24, PB 8,2199,4.965369413,nutrition,3
25, Ultimate Nutrition Prostar Whey Strawberry,3038,4.962110188,nutrition,3
26, Big 100 Colossal Bar,280,4.926634344,nutrition,3
27, Optimum Pro-Complex Vanilla 2.2 lb,2140,4.91730722,nutrition,3
28," Optimum Nutrition Pro Complex, 4.6 Pound",2138,4.91730722,nutrition,3
29, Weider Health and Fitness - Tiger's Milk Bar - 24 - 1.23 oz (35 g) bars [29.63 oz (840 g)],3138,4.900447732,nutrition,3
30," Promax 12 per pack, 2.64 oz. each",2437,4.86642904,nutrition,3
31, Life's Fortune MultiVitamin & Mineral All Natural Energy Source Supplying Whole Food Concentrates - 180 Tabs,1470,4.82087201,nutrition,2
32, Optimum Nutrition Glutamine 1000mg,2135,4.8087238,nutrition,2
33," Jay Robb Enterprises - Whey Vanilla Isolate, 12 oz powder",1358,4.789747696,nutrition,2
34," Probar Whole Food Nutrition Bar, Cran-Lemon Twister 3 Ounces (Pack of 12)",2432,4.770405724,nutrition,2
35, Universal Micronized Creatine Powder,3046,4.766281322,nutrition,2
36, Optimum Nutrition Creatine Powder,2134,4.76503656,nutrition,2
37, Probar - 12 Pack,2431,4.756369968,nutrition,2
38, Body Ecology Kefir Starter,324,4.720031692,nutrition,2
39, BSN Syntha-6 Protein Powder,219,4.668868616,nutrition,2
40, NUTRIBIOTIC VEGAN RICE PROTEIN Vanilla 3 lb.,1783,4.667334162,nutrition,2
41, Hammer RECOVERITE - Glutamine Fortified Recovery Drink (32 servings),1165,4.66231736,nutrition,1
42, Source Naturals Chlorella from Yaeyama Powder,2711,4.640567402,nutrition,1
43, Source Naturals Spirulina Powder,2762,4.632767886,nutrition,1
44, Balance Bar Company - Balance Carb Well Nutrition Energy - 15 - 1.76 oz (50 g) bars [26.4 oz (750 g)],234,4.628877952,nutrition,1
45," CarbRite Bar, 12 bars",450,4.618053986,nutrition,1
46, 2013 Hammer Nutrition Complex Carbohydrate Energy Gel - 12-Pack,20,4.607280523,nutrition,1
47, Twinlab 100% Whey Protein Fuel,3014,4.575296648,nutrition,1
48, Perfect Food - Super Green Formula,2275,4.56116566,nutrition,1
49, EAS Myoplex Lite Nutrition Shake,859,4.551490602,nutrition,1
50, Balance Bar Gold Triple Layer Energy Bar (Pack of 15),235,4.517919879,nutrition,1
1," GURU Energy Drink, 100% Natural, 8.4-Fluid Ounce Can (Pack of 24)",1049,11.15483301,engergy bar,4
2," Clif Shot Bloks Organic Energy Chews, 2.1-Ounce Packets",556,7.248028941,engergy bar,5
3," PowerBar Performance The Original Energy Bar, 2.29-Ounce Bars",2367,5.768600141,engergy bar,5
4, Active Green Bar,78,5.768444468,engergy bar,5
5," Promax 12 per pack, 2.64 oz. each",2437,5.735997838,engergy bar,5
6, Detour Deluxe Whey Protein Energy Bar,711,5.733225728,engergy bar,5
7, Medline Grab Bar,1629,5.727792226,engergy bar,5
8," Met-Rx Big 100 Colossal Meal Replacement Bar, Super Cookie Crunch, 12 Bars, 3.52 Ounces",1662,5.72113715,engergy bar,5
9, Clif Bar - 12 Pack,552,5.716347305,engergy bar,5
10," PureFit Nutrition Bar, 2-Ounce Bars (Pack of 15)",2447,5.711050958,engergy bar,5
11," CarbRite Bar, 12 bars",450,5.709964186,engergy bar,4
12," Clif Bar Builder's Bar, 2.4-Ounce Bars",553,5.705654333,engergy bar,4
13," Worldwide Sport - Pure Protein , 12 Box",3171,5.702342531,engergy bar,4
14," Moen DN7005 Home Care Multi Grip Tub Safety Bar, Glacier",1692,5.699992212,engergy bar,4
15," PowerBar Harvest Whole Grain Energy Bar, 2.29-Ounce Bars (Pack of 15)",2366,5.69641028,engergy bar,4
16, Balance Bar Gold Triple Layer Energy Bar (Pack of 15),235,5.691217115,engergy bar,4
17," Balance Bar Nutrition Energy Bar, 1.76-Ounce Bars (Pack of 15)",236,5.681288483,engergy bar,4
18," Luna Bars, 1.69-Ounce Bars",1526,5.675292297,engergy bar,4
19, Probar - 12 Pack,2431,5.671430436,engergy bar,4
20," Medline Bathtub Bar, Locks to Side of Tub",1625,5.662465339,engergy bar,4
21, Hooah! Soldier Fuel Energy Bar 15 ea,1258,5.653901341,engergy bar,3
22," PowerBar ProteinPlus High Protein Bar, 2.29-Ounce Bars (Pack of 12)",2368,5.651014196,engergy bar,3
23," Larabar Fruit and Nut Food Bar, 1.7-Ounce Bars (Pack of 16)",1450,5.640547183,engergy bar,3
24, Atkins Endulge Bars,170,5.612931198,engergy bar,3
25, Greens Plus - Protein Bars - 12 Bars,1133,5.605197939,engergy bar,3
26, Moen R8936 Stainless 36-Inch Grab Bar,1693,5.604312528,engergy bar,3
27, Met-Rx Protein Plus Bars 12 ea,1665,5.601303558,engergy bar,3
28, Clifbar Clif Bars - 12 Pack,557,5.597543343,engergy bar,3
29, Atkins Advantage Bar Chocolate Peanut Butter,169,5.594340866,engergy bar,3
30," Glucerna Meal Bar for People with Diabetes, Chocolate Chunk, 4-Count Boxes, 2.04-Ounces Bars (Pack of 6)",1109,5.588501424,engergy bar,3
31, Dr. Bronner'S Organic Bar Soaps Pure Castile,764,5.583459868,engergy bar,2
32, Big 100 Colossal Bar,280,5.580049153,engergy bar,2
33, Met-Rx Big 100 Meal Replacement Bars 12 ea,1663,5.578207792,engergy bar,2
34," Oskri Organics Coconut Bar, Original, 1.86 Ounce Bars - (Pack of 18)",2178,5.577036678,engergy bar,2
35," Odwalla Nourishing Food Bar, Super Protein, 2.2-Ounce Bars in 12-Count Boxes (Pack of 2)",2083,5.575248932,engergy bar,2
36, EAS AdvantEdge Carb Control Nutrition Bar,858,5.554393524,engergy bar,2
37, Clif Bar Energy Bars,555,5.543606974,engergy bar,2
38," ExtendBar, Peanut Butter Chocolate Delight, 1.41-Ounce Bars (Pack of 15)",951,5.517369155,engergy bar,2
39," HOOAH! Soldier Fuel Energy Bars, Apple Cinnamon, 2.29-Ounce Bars (Pack of 15)",1152,5.514273487,engergy bar,2
40, Balance Bar Company - Balance Carb Well Nutrition Energy - 15 - 1.76 oz (50 g) bars [26.4 oz (750 g)],234,5.509694416,engergy bar,2
41, Suction Grab Bar 16 Inches,2815,5.457385785,engergy bar,1
42," SOYJOY Bar, Berry, 1.6-Ounce Bars (Pack of 24)",2565,5.359557338,engergy bar,1
43," Probar Whole Food Nutrition Bar, Cran-Lemon Twister 3 Ounces (Pack of 12)",2432,5.339670618,engergy bar,1
44, Grab Bar Chrome Knurled,1120,5.332954752,engergy bar,1
45, Chandrika Chandrika Soap,502,5.291800069,engergy bar,1
46," Kashi-Go Lean Crunchy, 24 ct Variety Pack",1396,5.287611187,engergy bar,1
47," Clif Bar Energy Bar, Variety Pack of Crunchy Peanut Butter, Chocolate Chip Peanut Crunch, and Oatmeal Raisin Walnut, 2.4-Ounce Bars, Pack of 24",554,5.281318346,engergy bar,1
48, Ka-Bar 2-1282-6 D2 Extreme Fighting Knife,1392,5.221486536,engergy bar,1
49," Clearly Natural Glycerine Soap, 4 oz - PARENT",544,5.209069845,engergy bar,1
50, Weider Health and Fitness - Tiger's Milk Bar - 24 - 1.23 oz (35 g) bars [29.63 oz (840 g)],3138,5.174718602,engergy bar,1
1, Nature's Way Pau D'Arco,1897,11.93658712,Best vitamins for immune system,5
2, Wellness Formula by Source Naturals 90 Tablets,3153,11.43110472,Best vitamins for immune system,5
3, Nature's Way SystemWell Immune System,1907,11.04782127,Best vitamins for immune system,5
4," New Chapter, Supercritical Stress Advantage - 60 softgels",1938,11.02142163,Best vitamins for immune system,5
5, Garden of Life Primal Defense,1056,10.93463493,Best vitamins for immune system,5
6, Women's Nutritional by Rainbow Light - 180 Tablets,3164,10.92488124,Best vitamins for immune system,5
7, Quantum Super Lysine Plus+,2453,10.87965258,Best vitamins for immune system,5
8, Original Formula by All One,2170,10.71646929,Best vitamins for immune system,5
9, Natural Sources ELDERBERRY CONCENTRATE,1821,10.71303212,Best vitamins for immune system,5
10, Nature's Way Echinacea Root Complex,1872,10.7065409,Best vitamins for immune system,5
11, Maximum Living MineralRich Plus Aloe,1606,10.68732405,Best vitamins for immune system,4
12, Nature's Way Vitamin C 1000 with Rose Hips,1911,10.59305084,Best vitamins for immune system,4
13, Scotts Emulsion Original Cod Liver Oil With Vitamin A & D - 12.5 Oz,2603,10.39839298,Best vitamins for immune system,4
14, Nature's Way Reishi Extract,1900,9.988367434,Best vitamins for immune system,4
15," Yerba Prima Bentonite, Detox Pint, 16 Ounce",3182,9.953733647,Best vitamins for immune system,4
16, Elderberry Juice Concentrate 12.5 fl. oz.,885,9.947253271,Best vitamins for immune system,4
17," Balanceuticals Seabuckthorn Seed Oil, 500 mg Dietary Supplement Softgels, 60-Count Bottle",239,9.942096519,Best vitamins for immune system,4
18," Centrum Performance Multivitamin/Multimineral Supplement, Tablets",490,9.86015958,Best vitamins for immune system,4
19, ULTRA SOURCE OF LIFE W/LUTEIN,3030,9.740895901,Best vitamins for immune system,4
20, Stress B-Complex Caps by TwinLab 100 Capsules,2813,9.658946539,Best vitamins for immune system,4
21, Nature's Way Olive Leaf,1895,9.52618851,Best vitamins for immune system,3
22," Century Systems - Miracle 2000 Total Body Nutrition, 32 fl oz liquid",492,9.468055725,Best vitamins for immune system,3
23, Doctors Best High Absorption Magnesium,755,9.464011795,Best vitamins for immune system,3
24," Rainbow Light, Multivitamin",2473,9.462535661,Best vitamins for immune system,3
25, Oreganol - Oil of Wild Oregano,2166,9.423867708,Best vitamins for immune system,3
26, Rainbow Light Complete Prenatal System,2466,9.328021278,Best vitamins for immune system,3
27, PB 8,2199,9.296496161,Best vitamins for immune system,3
28," Optimum Nutrition Opti-Women, Women's Multivitamin",2137,9.267023644,Best vitamins for immune system,3
29, New Chapter Every Woman Multivitamins,1934,9.261707832,Best vitamins for immune system,3
30, Digestive Advantage - Daily Probiotic,718,9.251241371,Best vitamins for immune system,3
31," Nature's Way Echinacea and Goldenseal, 100 Capsules",1873,9.243518139,Best vitamins for immune system,2
32, Emergen-C Cranberry PomegraN/Ate,890,9.120376295,Best vitamins for immune system,2
33, Tahitian Noni Juice,2870,9.114487519,Best vitamins for immune system,2
34, THORNE RESEARCH - Bacillus Coagulans (formerly Lactobacillus Sporogenes) - 60's,2865,8.984750057,Best vitamins for immune system,2
35," Accuflora- Probiotic Acidophilus Dietary Supplement, 240 Caplets",72,8.977357481,Best vitamins for immune system,2
36, One a Day women's multi vitamin 250 tablets,2118,8.974234801,Best vitamins for immune system,2
37, VIBRANT HEALTH Green Vibrance Powder,3057,8.895583693,Best vitamins for immune system,2
38, Amazing Herbs Black Seed,112,8.891829061,Best vitamins for immune system,2
39," Morningstar Minerals Energy Boost 70 Mineral Supplement , 32 oz (946 ml)",1703,8.8367888,Best vitamins for immune system,2
40, Greens+ Powder Original 9.4 oz Powder - 9.4 oz. - Powder,1134,8.749858841,Best vitamins for immune system,2
41," Nature's Plus - Source Of Life W/Whole Food, 180 tablets",1844,8.706547775,Best vitamins for immune system,1
42, Boiron Oscillococcinum,335,8.675626119,Best vitamins for immune system,1
43, Nature's Way Alive! Multivitamin,1854,8.571604284,Best vitamins for immune system,1
44, Wakunaga of America Company - Kyo-Green Drink Mix,3121,8.518355264,Best vitamins for immune system,1
45, Lypo-Spheric Vitamin C,1530,8.483722576,Best vitamins for immune system,1
46, Nature's Plus Liquid Source Of Life Oz - 30 OZ,1847,8.471789438,Best vitamins for immune system,1
47," bioAllers, Allergy Relief, Liquid, 1 fl oz",3218,8.381778327,Best vitamins for immune system,1
48, 100% PURE KOMBU EXTRACT MODIFILAN 500MG 90 CAPS,7,8.365093159,Best vitamins for immune system,1
49, Source Naturals Chlorella,2710,8.272953216,Best vitamins for immune system,1
50," Nature's Way Sambucus Immune Syrup, 8 Ounce",1902,8.211381594,Best vitamins for immune system,1
1, Little Remedies - New Parents Survival Kit,1507,7.871736924,Natural remedies for sleep,5
2, Diphenhydramine HCI 50 Mg Allergy Medicine and Antihistamine 1000 caps,726,7.719218184,Natural remedies for sleep,5
3, Valerian Root 530 mg by Nature's Way 100 Capsules,3061,7.620417053,Natural remedies for sleep,5
4, Passion Flower 350 mg By Solaray - 100 Capsules,2264,7.593485981,Natural remedies for sleep,5
5, Rescue Remedy (20ml vial),2527,7.543937905,Natural remedies for sleep,5
6, Hylands Kids Kit,1288,7.304816401,Natural remedies for sleep,5
7, Lydia Pinkham Lydia Pinkham Herbal Liquid Supplement,1528,7.287733061,Natural remedies for sleep,5
8, Bach Flower Essences Rescue Sleep,225,7.276255413,Natural remedies for sleep,5
9, Ortho Molecular Product Natural D-Hist -- 120 Capsules,2175,6.938203817,Natural remedies for sleep,5
10," Source Naturals GABA Calm, Peppermint",2718,6.937622555,Natural remedies for sleep,5
11, Bach Rescue Remedy Spray 20 ml,226,6.882589191,Natural remedies for sleep,4
12, Sombra Pain-Relieving Gel,2689,6.807443991,Natural remedies for sleep,4
13, Now Foods Holy Basil Extract,1978,6.782827212,Natural remedies for sleep,4
14, Nature's Way Valerian Standardized Extract,1909,6.699239136,Natural remedies for sleep,4
15," Boiron Homeopathic Medicine Camilia Teething Relief Single-Use Oral Doses, 20-Count Boxes (Pack of 2)",334,6.690025498,Natural remedies for sleep,4
16, Nature's Way Umcka Cherry Syrup (Alcohol Free),1908,6.681841007,Natural remedies for sleep,4
17, Source Naturals Melatonin 3mg Vegetarian Capsules,2740,6.661129057,Natural remedies for sleep,4
18," Enzymatic Therapy - Am/Pm Perimenopause Formula, 1 kit [Health and Beauty]",922,6.58666194,Natural remedies for sleep,4
19," Himalaya Herbal Healthcare StressCare/Geriforte, Anti-Stress, 240 Vegetarian Capsules",1220,6.561475411,Natural remedies for sleep,4
20, Hylands Restful Legs,1290,6.362406886,Natural remedies for sleep,4
21," Hyland's Remedy Chest,30-Count Package",1283,6.358127904,Natural remedies for sleep,3
22, Somnatrol Insomnia Sleep Aid (60 Caps),2690,6.251473779,Natural remedies for sleep,3
23, Hylands Homeopathic Bed Wetting Tablets 125 tabs,1286,6.250530269,Natural remedies for sleep,3
24, Nature's Bounty Nature's Bounty Melatonin,1836,6.206425692,Natural remedies for sleep,3
